taxon	worms_id	worms_scientific_name	worms_is_terrestrial	worms_is_freshwater	worms_is_brackish	worms_is_marine	worms_lsid	worms_url
Stichopus rubermaculosus Massin & al., 2002	387642	Stichopus rubermaculosus	False	False	False	True	urn:lsid:marinespecies.org:taxname:387642	http://www.marinespecies.org/aphia.php?p=taxdetails&id=387642
Terebra hindsii Carpenter, 1856	447514	Terebra hindsii				True	urn:lsid:marinespecies.org:taxname:447514	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447514
Phalium microstoma (Von Martens, 1903)	760083	Phalium microstoma				True	urn:lsid:marinespecies.org:taxname:760083	http://www.marinespecies.org/aphia.php?p=taxdetails&id=760083
Discinisca laevis Sowerby, 1822	235376	Discinisca laevis				True	urn:lsid:marinespecies.org:taxname:235376	http://www.marinespecies.org/aphia.php?p=taxdetails&id=235376
Trochus shinagawaensis Tokunaga	467402	Trochus shinagawaensis				True	urn:lsid:marinespecies.org:taxname:467402	http://www.marinespecies.org/aphia.php?p=taxdetails&id=467402
Solariella peramabilis Carpenter, 1864	534185	Solariella peramabilis				True	urn:lsid:marinespecies.org:taxname:534185	http://www.marinespecies.org/aphia.php?p=taxdetails&id=534185
Phalangipus hystrix  (Miers, 1886)	217319	Phalangipus hystrix				True	urn:lsid:marinespecies.org:taxname:217319	http://www.marinespecies.org/aphia.php?p=taxdetails&id=217319
Ampithoidae  Stebbing, 1899	101366	Ampithoidae	False	False	False	True	urn:lsid:marinespecies.org:taxname:101366	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101366
Ophiocentrus dilatata (Koehler, 1905)	213447	Ophiocentrus dilatata	False	False	False	True	urn:lsid:marinespecies.org:taxname:213447	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213447
Triforis perversus Linnaeus	751201	Triforis perversus				True	urn:lsid:marinespecies.org:taxname:751201	http://www.marinespecies.org/aphia.php?p=taxdetails&id=751201
Liotia sp.	415570	Liotia				True	urn:lsid:marinespecies.org:taxname:415570	http://www.marinespecies.org/aphia.php?p=taxdetails&id=415570
Cinetorhynchus rigens  (Gordon, 1936)	107577	Cinetorhynchus rigens	False	False		True	urn:lsid:marinespecies.org:taxname:107577	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107577
Amphiascus tenellus Sars, 1906	115925	Amphiascus tenellus	False	False	False	True	urn:lsid:marinespecies.org:taxname:115925	http://www.marinespecies.org/aphia.php?p=taxdetails&id=115925
Ophiopsila annulosa (Sars, 1857)	125048	Ophiopsila annulosa	False	False	False	True	urn:lsid:marinespecies.org:taxname:125048	http://www.marinespecies.org/aphia.php?p=taxdetails&id=125048
Arothron hispidus (Linnaeus, 1758)	219925	Arothron hispidus	False	False	True	True	urn:lsid:marinespecies.org:taxname:219925	http://www.marinespecies.org/aphia.php?p=taxdetails&id=219925
Arachnopusia aviculifera Hayward & Thorpe, 1988	471071	Arachnopusia aviculifera	False	False	False	True	urn:lsid:marinespecies.org:taxname:471071	http://www.marinespecies.org/aphia.php?p=taxdetails&id=471071
Dentalium tetragonum Brocchi, 1814	748409	Dentalium tetragonum				True	urn:lsid:marinespecies.org:taxname:748409	http://www.marinespecies.org/aphia.php?p=taxdetails&id=748409
Tanea areolata (Recluz, 1844)	216928	Tanea areolata				True	urn:lsid:marinespecies.org:taxname:216928	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216928
Phaseolus tumidulus Monterosato, 1875	542695	Phaseolus tumidulus				True	urn:lsid:marinespecies.org:taxname:542695	http://www.marinespecies.org/aphia.php?p=taxdetails&id=542695
Montacuta sp.	138185	Montacuta				True	urn:lsid:marinespecies.org:taxname:138185	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138185
Chlorodiella bidentata (Nobili, 1901)	209135	Chlorodiella bidentata				True	urn:lsid:marinespecies.org:taxname:209135	http://www.marinespecies.org/aphia.php?p=taxdetails&id=209135
Latirus tumens Carpenter, 1856	447164	Latirus tumens				True	urn:lsid:marinespecies.org:taxname:447164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=447164
Clangula hyemalis (Linnaeus, 1758)	137071	Clangula hyemalis				True	urn:lsid:marinespecies.org:taxname:137071	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137071
Orania rosadoi Houart, 1998	408208	Orania rosadoi				True	urn:lsid:marinespecies.org:taxname:408208	http://www.marinespecies.org/aphia.php?p=taxdetails&id=408208
Elminius modestus Darwin, 1854	106209	Elminius modestus				True	urn:lsid:marinespecies.org:taxname:106209	http://www.marinespecies.org/aphia.php?p=taxdetails&id=106209
Staurodiscus nigricans Agassiz & Mayer, 1899	285044	Staurodiscus nigricans	False	False		True	urn:lsid:marinespecies.org:taxname:285044	http://www.marinespecies.org/aphia.php?p=taxdetails&id=285044
Placiphorella stimpsoni (Gould, 1859)	386376	Placiphorella stimpsoni				True	urn:lsid:marinespecies.org:taxname:386376	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386376
Hippolyte macilenta  Kroyer, 1841	579782	Hippolyte macilenta					urn:lsid:marinespecies.org:taxname:579782	http://www.marinespecies.org/aphia.php?p=taxdetails&id=579782
Thalamita sexlobata Miers, 1886	208870	Thalamita sexlobata				True	urn:lsid:marinespecies.org:taxname:208870	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208870
Socarnes vahlii (Krøyer, 1838)	102726	Socarnes vahlii	False	False	False	True	urn:lsid:marinespecies.org:taxname:102726	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102726
Anser caerulescens Linnaeus, 1758	1034711	Anser caerulescens	True	True			urn:lsid:marinespecies.org:taxname:1034711	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1034711
Lamprometra sp.	204357	Lamprometra					urn:lsid:marinespecies.org:taxname:204357	http://www.marinespecies.org/aphia.php?p=taxdetails&id=204357
Euptychia sp.	1314259	Euptychia	True				urn:lsid:marinespecies.org:taxname:1314259	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1314259
Micruropus cf. wohlii (Dybowski, 1874)	545512	Micruropus		True			urn:lsid:marinespecies.org:taxname:545512	http://www.marinespecies.org/aphia.php?p=taxdetails&id=545512
Leptochiton sp.	138117	Leptochiton				True	urn:lsid:marinespecies.org:taxname:138117	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138117
Pilosabia trigona (Gmelin, 1791)	716495	Pilosabia trigona				True	urn:lsid:marinespecies.org:taxname:716495	http://www.marinespecies.org/aphia.php?p=taxdetails&id=716495
Monodonta perplexa Pilsbry, 1889	546931	Monodonta perplexa				True	urn:lsid:marinespecies.org:taxname:546931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=546931
Crepidula sp.	137722	Crepidula				True	urn:lsid:marinespecies.org:taxname:137722	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137722
Parthenope calappoides  Adams & White, 1849	454460	Parthenope calappoides					urn:lsid:marinespecies.org:taxname:454460	http://www.marinespecies.org/aphia.php?p=taxdetails&id=454460
Navicella janelli Recluz, 1841	871448	Navicella janelli	False	True		False	urn:lsid:marinespecies.org:taxname:871448	http://www.marinespecies.org/aphia.php?p=taxdetails&id=871448
Gwynia capsula (Jeffreys, 1859)	104060	Gwynia capsula				True	urn:lsid:marinespecies.org:taxname:104060	http://www.marinespecies.org/aphia.php?p=taxdetails&id=104060
Solariella nuda Dall, 1896	534184	Solariella nuda				True	urn:lsid:marinespecies.org:taxname:534184	http://www.marinespecies.org/aphia.php?p=taxdetails&id=534184
Conus catus var. rubrapapillosa Dautzenberg, 1937	429187	Conus catus var. rubrapapillosa				True	urn:lsid:marinespecies.org:taxname:429187	http://www.marinespecies.org/aphia.php?p=taxdetails&id=429187
Liocarcinus vernalis (Risso, 1816)	107394	Liocarcinus vernalis				True	urn:lsid:marinespecies.org:taxname:107394	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107394
Mitra dovpeledi Turner, 1997	590606	Mitra dovpeledi	False	False	False	True	urn:lsid:marinespecies.org:taxname:590606	http://www.marinespecies.org/aphia.php?p=taxdetails&id=590606
Polinices lacteus (Guilding, 1834)	224824	Polinices lacteus				True	urn:lsid:marinespecies.org:taxname:224824	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224824
Terebra tricolor Sowerby, 1825	438877	Terebra tricolor				True	urn:lsid:marinespecies.org:taxname:438877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=438877
Gonodactylellus incipiens (Lanchester, 1903)	408909	Gonodactylellus incipiens	False	False	False	True	urn:lsid:marinespecies.org:taxname:408909	http://www.marinespecies.org/aphia.php?p=taxdetails&id=408909
Larus pacificus Latham, 1801	343917	Larus pacificus				True	urn:lsid:marinespecies.org:taxname:343917	http://www.marinespecies.org/aphia.php?p=taxdetails&id=343917
Iphimediella cyclogena K.H. Barnard, 1930	237505	Iphimediella cyclogena	False	False	False	True	urn:lsid:marinespecies.org:taxname:237505	http://www.marinespecies.org/aphia.php?p=taxdetails&id=237505
Branchiostoma africae Hubbs, 1927	266203	Branchiostoma africae				True	urn:lsid:marinespecies.org:taxname:266203	http://www.marinespecies.org/aphia.php?p=taxdetails&id=266203
Morus bassanus Linnaeus, 1758	148776	Morus bassanus				True	urn:lsid:marinespecies.org:taxname:148776	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148776
Enhydrosoma propinquum (Brady & Robertson, 1880)	115787	Enhydrosoma propinquum	False	False	False	True	urn:lsid:marinespecies.org:taxname:115787	http://www.marinespecies.org/aphia.php?p=taxdetails&id=115787
Margarita groenlandica Moller, 1842	751168	Margarita groenlandica				True	urn:lsid:marinespecies.org:taxname:751168	http://www.marinespecies.org/aphia.php?p=taxdetails&id=751168
Cypraea margarita (Dillwyn, 1917)	216798	Cypraea margarita				True	urn:lsid:marinespecies.org:taxname:216798	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216798
Chlamys senatoria (Gmelin, 1791)	207817	Chlamys senatoria				True	urn:lsid:marinespecies.org:taxname:207817	http://www.marinespecies.org/aphia.php?p=taxdetails&id=207817
Antillophos dedonderi Fraussen & Poppe, 2005	396296	Antillophos dedonderi				True	urn:lsid:marinespecies.org:taxname:396296	http://www.marinespecies.org/aphia.php?p=taxdetails&id=396296
Dolabrifera dolabrifera Rang, 1828	224652	Dolabrifera dolabrifera				True	urn:lsid:marinespecies.org:taxname:224652	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224652
Alopias vulpinus (Bonnaterre, 1788)	105836	Alopias vulpinus	False	False	False	True	urn:lsid:marinespecies.org:taxname:105836	http://www.marinespecies.org/aphia.php?p=taxdetails&id=105836
Galathea affinis Ortmann, 1892	210098	Galathea affinis				True	urn:lsid:marinespecies.org:taxname:210098	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210098
Notoplax elegans Leloup, 1981	220216	Notoplax elegans				True	urn:lsid:marinespecies.org:taxname:220216	http://www.marinespecies.org/aphia.php?p=taxdetails&id=220216
Natica zebra Lamarck, 1811	570118	Natica zebra				True	urn:lsid:marinespecies.org:taxname:570118	http://www.marinespecies.org/aphia.php?p=taxdetails&id=570118
Calliostoma soyoae Ikebe, 1942	467261	Calliostoma soyoae				True	urn:lsid:marinespecies.org:taxname:467261	http://www.marinespecies.org/aphia.php?p=taxdetails&id=467261
Scyllarides herklotsii (Herklots, 1851)	241309	Scyllarides herklotsii				True	urn:lsid:marinespecies.org:taxname:241309	http://www.marinespecies.org/aphia.php?p=taxdetails&id=241309
Portunus (Monomia) argentatus  A. Milne Edwards, 1861	208806	Portunus (Monomia) argentatus				True	urn:lsid:marinespecies.org:taxname:208806	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208806
Mancinella echinulata (Lamarck, 1822)	714199	Mancinella echinulata				True	urn:lsid:marinespecies.org:taxname:714199	http://www.marinespecies.org/aphia.php?p=taxdetails&id=714199
Mitromorpha amphibolos Kilburn, 1986	432780	Mitromorpha amphibolos				True	urn:lsid:marinespecies.org:taxname:432780	http://www.marinespecies.org/aphia.php?p=taxdetails&id=432780
Asterope mariae Baird, 1850	127700	Asterope mariae	False	False	False	True	urn:lsid:marinespecies.org:taxname:127700	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127700
Neptunea contraria (Linnaeus, 1771)	138922	Neptunea contraria				True	urn:lsid:marinespecies.org:taxname:138922	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138922
Potamon potamios kretaion Ghiavarini, 1934	456283	Potamon potamios kretaion					urn:lsid:marinespecies.org:taxname:456283	http://www.marinespecies.org/aphia.php?p=taxdetails&id=456283
Periglypta crispata (Deshayes, 1854)	207747	Periglypta crispata				True	urn:lsid:marinespecies.org:taxname:207747	http://www.marinespecies.org/aphia.php?p=taxdetails&id=207747
Leptocythere psammophila Guillaume, 1976	128207	Leptocythere psammophila	False			True	urn:lsid:marinespecies.org:taxname:128207	http://www.marinespecies.org/aphia.php?p=taxdetails&id=128207
Rutilus rutilus (Linnaeus, 1758)	154333	Rutilus rutilus	False	True	True	False	urn:lsid:marinespecies.org:taxname:154333	http://www.marinespecies.org/aphia.php?p=taxdetails&id=154333
Panoploea excisa K.H. Barnard, 1932	846014	Panoploea excisa	False	False	False	True	urn:lsid:marinespecies.org:taxname:846014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=846014
Rissoa splendida Eichwald, 1830	141370	Rissoa splendida				True	urn:lsid:marinespecies.org:taxname:141370	http://www.marinespecies.org/aphia.php?p=taxdetails&id=141370
Patella candei d'Orbigny, 1840	140678	Patella candei				True	urn:lsid:marinespecies.org:taxname:140678	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140678
Pilumnopeus caparti (Monod, 1956)	241136	Pilumnopeus caparti				True	urn:lsid:marinespecies.org:taxname:241136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=241136
Pleurotoma reeveana Deshayes, 1863	436275	Pleurotoma reeveana				True	urn:lsid:marinespecies.org:taxname:436275	http://www.marinespecies.org/aphia.php?p=taxdetails&id=436275
Mirapecten yaroni Dijkstra & Knudsen, 1998	394380	Mirapecten yaroni				True	urn:lsid:marinespecies.org:taxname:394380	http://www.marinespecies.org/aphia.php?p=taxdetails&id=394380
Notothenia nicolai G.A.Boulenger, 1902	313374	Notothenia nicolai	False	False	False	True	urn:lsid:marinespecies.org:taxname:313374	http://www.marinespecies.org/aphia.php?p=taxdetails&id=313374
Raja radiata Donovan, 1808	148824	Raja radiata	False	False	True	True	urn:lsid:marinespecies.org:taxname:148824	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148824
Procytherideis complicata (Ruggieri, 1953)	462101	Procytherideis complicata	False	False	False	True	urn:lsid:marinespecies.org:taxname:462101	http://www.marinespecies.org/aphia.php?p=taxdetails&id=462101
Liotina solidula (Gould, 1859)	737878	Liotina solidula				True	urn:lsid:marinespecies.org:taxname:737878	http://www.marinespecies.org/aphia.php?p=taxdetails&id=737878
Xenophora calculifera Reeve, 1843	208540	Xenophora calculifera				True	urn:lsid:marinespecies.org:taxname:208540	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208540
Syndesmya	205770	Syndesmya					urn:lsid:marinespecies.org:taxname:205770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=205770
Chemnitzia pusilla Philippi, 1844	576963	Chemnitzia pusilla				True	urn:lsid:marinespecies.org:taxname:576963	http://www.marinespecies.org/aphia.php?p=taxdetails&id=576963
Neobradya pectinifera Scott, 1892	116390	Neobradya pectinifera	False	False	False	True	urn:lsid:marinespecies.org:taxname:116390	http://www.marinespecies.org/aphia.php?p=taxdetails&id=116390
Astraea heimburgi Dunker, 1882	717049	Astraea heimburgi				True	urn:lsid:marinespecies.org:taxname:717049	http://www.marinespecies.org/aphia.php?p=taxdetails&id=717049
Thromidia catalai Pope & Rowe, 1977	367763	Thromidia catalai	False	False	False	True	urn:lsid:marinespecies.org:taxname:367763	http://www.marinespecies.org/aphia.php?p=taxdetails&id=367763
Comaster sp.	206862	Comaster				True	urn:lsid:marinespecies.org:taxname:206862	http://www.marinespecies.org/aphia.php?p=taxdetails&id=206862
Stomatoporina incurvata (Hincks, 1859)	111748	Stomatoporina incurvata	False	False	False	True	urn:lsid:marinespecies.org:taxname:111748	http://www.marinespecies.org/aphia.php?p=taxdetails&id=111748
Acotyledon sp.	602382	Cotyledon					urn:lsid:marinespecies.org:taxname:602382	http://www.marinespecies.org/aphia.php?p=taxdetails&id=602382
Alepocephalus bairdii Goode & Bean, 1879	126682	Alepocephalus bairdii	False	False	False	True	urn:lsid:marinespecies.org:taxname:126682	http://www.marinespecies.org/aphia.php?p=taxdetails&id=126682
Addisonia lateralis (Requien, 1848)	451662	Addisonia lateralis				True	urn:lsid:marinespecies.org:taxname:451662	http://www.marinespecies.org/aphia.php?p=taxdetails&id=451662
Trivirostra poppei (Fehse, 1999)	457344	Trivirostra poppei				True	urn:lsid:marinespecies.org:taxname:457344	http://www.marinespecies.org/aphia.php?p=taxdetails&id=457344
Eusirus laevis Walker, 1903	237717	Eusirus laevis				True	urn:lsid:marinespecies.org:taxname:237717	http://www.marinespecies.org/aphia.php?p=taxdetails&id=237717
Alpheus glaber  (Olivi, 1792)	107477	Alpheus glaber	False	False		True	urn:lsid:marinespecies.org:taxname:107477	http://www.marinespecies.org/aphia.php?p=taxdetails&id=107477
Jaera forsmani Bocquet, 1950	118717	Jaera forsmani				True	urn:lsid:marinespecies.org:taxname:118717	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118717
Zygophylax geniculata (Clarke, 1894)	285004	Zygophylax geniculata	False	False		True	urn:lsid:marinespecies.org:taxname:285004	http://www.marinespecies.org/aphia.php?p=taxdetails&id=285004
Truncatella scalaris (Michaud, 1830)	527382	Truncatella scalaris				True	urn:lsid:marinespecies.org:taxname:527382	http://www.marinespecies.org/aphia.php?p=taxdetails&id=527382
